,Contrast,question,A,B,Paired,Parametric,T,dof,Tail,p-unc,BF10,hedges
30,question,-,Background Audio,"My Face
 (for Improving the App)",False,True,-7.8430055426971155,268.0,two-sided,1.0479981912746115e-13,5.811e+10,-0.9519462280466104
31,question,-,Background Audio,"Near-Nudity
 (Intentional)",False,True,-3.035257468423703,268.0,two-sided,0.0026397094640950294,10.119,-0.3684049287593156
32,question,-,Background Audio,"Near-Nudity
 (Accidental)",False,True,2.4094114899560877,268.0,two-sided,0.016652846534439124,2.069,0.29244275898944594
33,question,-,Background Audio,"Object 
 (Meds)",False,True,-0.1678892196405686,268.0,two-sided,0.8667970540037023,0.135,-0.020377584651249333
34,question,-,Background Audio,"Object 
 (Sexual)",False,True,2.867237272983922,268.0,two-sided,0.00446966541396286,6.385,0.3480114468965512
35,question,-,Background Audio,"Object 
 (Mess)",False,True,-6.189580135650488,268.0,two-sided,2.252028981539447e-09,4.165e+06,-0.7512614177368628
36,question,-,Background Audio,"Object 
 (License)",False,True,2.3652415498068695,268.0,two-sided,0.018730799951903826,1.874,0.2870816244487156
37,question,-,Background Audio,Location,False,True,-6.459386035349487,268.0,two-sided,4.925766470256739e-10,1.766e+07,-0.7840091580163963
38,question,-,Background Audio,Payment Information,False,True,-4.375949744936837,268.0,two-sided,1.733726544117349e-05,948.097,-0.5311316983185027
39,question,-,"Pupil Dialation
 (to assess excitement)","Other Faces
 in the Background",False,True,-1.1820647978964496,268.0,two-sided,0.23822773162629443,0.259,-0.14347333041374338
40,question,-,"Pupil Dialation
 (to assess excitement)","My Face
 in the Background of Someone Else",False,True,0.39151653016681887,268.0,two-sided,0.6957265841682216,0.144,0.04752039024851081
41,question,-,"Pupil Dialation
 (to assess excitement)","My Face
 (for Improving the App)",False,True,-4.201753023793368,268.0,two-sided,3.610558729443513e-05,483.064,-0.5099885395220617
42,question,-,"Pupil Dialation
 (to assess excitement)","Near-Nudity
 (Intentional)",False,True,0.33978861642334024,268.0,two-sided,0.7342818628255326,0.141,0.04124190528445567
43,question,-,"Pupil Dialation
 (to assess excitement)","Near-Nudity
 (Accidental)",False,True,6.08451972705162,268.0,two-sided,4.020269910931825e-09,2.404e+06,0.7385096914836726
44,question,-,"Pupil Dialation
 (to assess excitement)","Object 
 (Meds)",False,True,3.4066643806506,268.0,two-sided,0.0007585490457416047,30.56,0.413484510463047
45,question,-,"Pupil Dialation
 (to assess excitement)","Object 
 (Sexual)",False,True,6.6238375863603824,268.0,two-sided,1.9082998512568708e-10,4.358e+07,0.8039694950108031
46,question,-,"Pupil Dialation
 (to assess excitement)","Object 
 (Mess)",False,True,-2.5287534838085173,268.0,two-sided,0.012021187092048165,2.725,-0.30692791525727053
47,question,-,"Pupil Dialation
 (to assess excitement)","Object 
 (License)",False,True,6.064351213642191,268.0,two-sided,4.489739932974313e-09,2.165e+06,0.7360617344905412
48,question,-,"Pupil Dialation
 (to assess excitement)",Location,False,True,-2.9269722068440807,268.0,two-sided,0.003716457648839808,7.499,-0.35526178538748093
49,question,-,"Pupil Dialation
 (to assess excitement)",Payment Information,False,True,-1.0763165260548897,268.0,two-sided,0.2827536626017553,0.232,-0.13063811463402808
50,question,-,"Other Faces
 in the Background","My Face
 in the Background of Someone Else",False,True,1.5434228738809475,268.0,two-sided,0.12390815516683831,0.413,0.18733323278598218
51,question,-,"Other Faces
 in the Background","My Face
 (for Improving the App)",False,True,-2.831998728559662,268.0,two-sided,0.0049767777400571405,5.816,-0.3437343621407254
52,question,-,"Other Faces
 in the Background","Near-Nudity
 (Intentional)",False,True,1.4855149219941726,268.0,two-sided,0.13858280891182478,0.381,0.18030464456525233
53,question,-,"Other Faces
 in the Background","Near-Nudity
 (Accidental)",False,True,7.067007021030481,268.0,two-sided,1.3693035402306806e-11,5.399e+08,0.8577592659631608
54,question,-,"Other Faces
 in the Background","Object 
 (Meds)",False,True,4.491930428894071,268.0,two-sided,1.0501688960660598e-05,1505.49,0.5452088749848075
55,question,-,"Other Faces
 in the Background","Object 
 (Sexual)",False,True,7.589102386868144,268.0,two-sided,5.342781889069749e-13,1.213e+10,0.9211286862044303
56,question,-,"Other Faces
 in the Background","Object 
 (Mess)",False,True,-1.2047918698623,268.0,two-sided,0.22934648649479705,0.266,-0.14623183291825587
57,question,-,"Other Faces
 in the Background","Object 
 (License)",False,True,7.0512778217085526,268.0,two-sided,1.506404964251619e-11,4.928e+08,0.8558501315269822
58,question,-,"Other Faces
 in the Background",Location,False,True,-1.6321747110476734,268.0,two-sided,0.10381708195072464,0.472,-0.1981055032074586
59,question,-,"Other Faces
 in the Background",Payment Information,False,True,0.08977834023827724,268.0,two-sided,0.9285304183171895,0.134,0.010896862418985766
60,question,-,"My Face
 in the Background of Someone Else","My Face
 (for Improving the App)",False,True,-4.542861865763455,268.0,two-sided,8.39939682537749e-06,1850.675,-0.5513906874230187
61,question,-,"My Face
 in the Background of Someone Else","Near-Nudity
 (Intentional)",False,True,-0.04798751054790897,268.0,two-sided,0.961761937429742,0.134,-0.005824492844068493
62,question,-,"My Face
 in the Background of Someone Else","Near-Nudity
 (Accidental)",False,True,5.5420283812075875,268.0,two-sided,7.147760731850796e-08,1.585e+05,0.6726647054495859
63,question,-,"My Face
 in the Background of Someone Else","Object 
 (Meds)",False,True,2.940084062373867,268.0,two-sided,0.003567503087071262,7.772,0.3568532392435724
64,question,-,"My Face
 in the Background of Someone Else","Object 
 (Sexual)",False,True,6.053300139715298,268.0,two-sided,4.769309496626378e-09,2.045e+06,0.7347204083773187
65,question,-,"My Face
 in the Background of Someone Else","Object 
 (Mess)",False,True,-2.8970827659761063,268.0,two-sided,0.004077491012686516,6.917,-0.35163394905129675
66,question,-,"My Face
 in the Background of Someone Else","Object 
 (License)",False,True,5.518407007602987,268.0,two-sided,8.065882221074885e-08,1.415e+05,0.6697976569205795
67,question,-,"My Face
 in the Background of Someone Else",Location,False,True,-3.2790235677279,268.0,two-sided,0.001179407253698807,20.622,-0.39799208351714144
68,question,-,"My Face
 in the Background of Someone Else",Payment Information,False,True,-1.4352889574219514,268.0,two-sided,0.15237079726184125,0.355,-0.17420845895576384
69,question,-,"My Face
 (for Improving the App)","Near-Nudity
 (Intentional)",False,True,4.457570743199001,268.0,two-sided,1.219616648927023e-05,1311.292,0.5410384618675115
70,question,-,"My Face
 (for Improving the App)","Near-Nudity
 (Accidental)",False,True,10.89045751224118,268.0,two-sided,4.1414750264175504e-23,7.814e+19,1.321831266603279
71,question,-,"My Face
 (for Improving the App)","Object 
 (Meds)",False,True,7.9135905754950775,268.0,two-sided,6.625591977144164e-14,9.037e+10,0.960513499274811
72,question,-,"My Face
 (for Improving the App)","Object 
 (Sexual)",False,True,11.575246404312388,268.0,two-sided,2.1312431794140945e-25,1.35e+22,1.4049476432609993
73,question,-,"My Face
 (for Improving the App)","Object 
 (Mess)",False,True,1.7665902458180966,268.0,two-sided,0.07843516529375372,0.586,0.2144202132531141
74,question,-,"My Face
 (for Improving the App)","Object 
 (License)",False,True,10.899356218517166,268.0,two-sided,3.8702066935966473e-23,8.348e+19,1.3229113487003528
75,question,-,"My Face
 (for Improving the App)",Location,False,True,1.2173039053190835,268.0,two-sided,0.2245594004273175,0.27,0.1477504835035995
76,question,-,"My Face
 (for Improving the App)",Payment Information,False,True,2.896409098824343,268.0,two-sided,0.004085985106203501,6.904,0.3515521825778971
77,question,-,"Near-Nudity
 (Intentional)","Near-Nudity
 (Accidental)",False,True,5.538614545841264,268.0,two-sided,7.273862475002105e-08,1.56e+05,0.672250350559429
78,question,-,"Near-Nudity
 (Intentional)","Object 
 (Meds)",False,True,2.964604664024107,268.0,two-sided,0.0033035085784485193,8.312,0.3598294317406074
79,question,-,"Near-Nudity
 (Intentional)","Object 
 (Sexual)",False,True,6.042253419226411,268.0,two-sided,5.06576995173925e-09,1.931e+06,0.7333796106634278
80,question,-,"Near-Nudity
 (Intentional)","Object 
 (Mess)",False,True,-2.82300504708748,268.0,two-sided,0.005114323753693533,5.68,-0.34264275241189274
81,question,-,"Near-Nudity
 (Intentional)","Object 
 (License)",False,True,5.514881908771471,268.0,two-sided,8.212392861401804e-08,1.391e+05,0.6693697974070444
82,question,-,"Near-Nudity
 (Intentional)",Location,False,True,-3.205263604401001,268.0,two-sided,0.0015128045375442862,16.535,-0.38903945451699007
83,question,-,"Near-Nudity
 (Intentional)",Payment Information,False,True,-1.3788577088147185,268.0,two-sided,0.16908836536974492,0.329,-0.16735910586488964
84,question,-,"Near-Nudity
 (Accidental)","Object 
 (Meds)",False,True,-2.695289757374793,268.0,two-sided,0.007477443722208758,4.091,-0.3271412858320205
85,question,-,"Near-Nudity
 (Accidental)","Object 
 (Sexual)",False,True,0.43232430033327773,268.0,two-sided,0.6658533821746617,0.146,0.05247344079443641
86,question,-,"Near-Nudity
 (Accidental)","Object 
 (Mess)",False,True,-9.179288465599818,268.0,two-sided,1.212274002313486e-17,3.718e+14,-1.114137811507213
87,question,-,"Near-Nudity
 (Accidental)","Object 
 (License)",False,True,-0.06948727099412233,268.0,two-sided,0.9446535835257766,0.134,-0.008434030189064464
88,question,-,"Near-Nudity
 (Accidental)",Location,False,True,-9.30956726554001,268.0,two-sided,4.814106205047444e-18,9.111e+14,-1.1299504246084473
89,question,-,"Near-Nudity
 (Accidental)",Payment Information,False,True,-6.868566149492952,268.0,two-sided,4.517469048512443e-11,1.724e+08,-0.8336734689913188
90,question,-,"Object 
 (Meds)","Object 
 (Sexual)",False,True,3.1876130106094704,268.0,two-sided,0.0016046006716828882,15.694,0.3868971104766654
91,question,-,"Object 
 (Meds)","Object 
 (Mess)",False,True,-6.217138941672119,268.0,two-sided,1.9322002034464928e-09,4.817e+06,-0.7546063728435425
92,question,-,"Object 
 (Meds)","Object 
 (License)",False,True,2.652120656058149,268.0,two-sided,0.008475632979694019,3.673,0.3219016282871134
93,question,-,"Object 
 (Meds)",Location,False,True,-6.486214337845807,268.0,two-sided,4.2244768545115604e-10,2.044e+07,-0.7872654481244714
94,question,-,"Object 
 (Meds)",Payment Information,False,True,-4.339649003771598,268.0,two-sided,2.0239912603604113e-05,822.154,-0.5267256892395314
95,question,-,"Object 
 (Sexual)","Object 
 (Mess)",False,True,-9.841562772225895,268.0,two-sided,1.0395534893629223e-19,3.789e+16,-1.1945214762506238
96,question,-,"Object 
 (Sexual)","Object 
 (License)",False,True,-0.5093359921544817,268.0,two-sided,0.6109358500273139,0.151,-0.06182074893359046
97,question,-,"Object 
 (Sexual)",Location,False,True,-9.929301687806314,268.0,two-sided,5.4710133085022e-20,7.076e+16,-1.2051708031298392
98,question,-,"Object 
 (Sexual)",Payment Information,False,True,-7.375635565834308,268.0,two-sided,2.048327458919429e-12,3.335e+09,-0.8952191118722439
99,question,-,"Object 
 (Mess)","Object 
 (License)",False,True,9.179552606010361,268.0,two-sided,1.210014100440665e-17,3.725e+14,1.114169871597713
100,question,-,"Object 
 (Mess)",Location,False,True,-0.4978313552770248,268.0,two-sided,0.6190111551361099,0.15,-0.06042437153452838
101,question,-,"Object 
 (Mess)",Payment Information,False,True,1.2872836659575937,268.0,two-sided,0.19910605079298288,0.293,0.15624428971306517
102,question,-,"Object 
 (License)",Location,False,True,-9.307944059699164,268.0,two-sided,4.870012742531946e-18,9.01e+14,-1.129753407703496
103,question,-,"Object 
 (License)",Payment Information,False,True,-6.8515078842534995,268.0,two-sided,5.0003748599052614e-11,1.565e+08,-0.8316030189370237
104,question,-,Location,Payment Information,False,True,1.7081751243498864,268.0,two-sided,0.08876175500487082,0.532,0.20733006723194675
105,context,-,"Social
 (SnapChat)","Commercial
 (Warby Parker)",False,True,-0.4274348034012906,1348.0,two-sided,0.6691309300927868,0.067,-0.02325365623304829
106,context,-,"Social
 (SnapChat)","Medical
 (PostureScreen)",False,True,0.6391846313897006,1348.0,two-sided,0.5228114254942312,0.075,0.0347734428022922
107,context,-,"Commercial
 (Warby Parker)","Medical
 (PostureScreen)",False,True,1.0705006499122598,1348.0,two-sided,0.2845856506232044,0.108,0.05823824806082532
108,question * context,"My Face
 (for core functionality)","Social
 (SnapChat)","Commercial
 (Warby Parker)",False,True,-0.6972954965793162,88.0,two-sided,0.48745601869554067,0.273,-0.1457463639195324
109,question * context,"My Face
 (for core functionality)","Social
 (SnapChat)","Medical
 (PostureScreen)",False,True,-0.15169888694797745,88.0,two-sided,0.8797716734759126,0.223,-0.03170759210660269
110,question * context,"My Face
 (for core functionality)","Commercial
 (Warby Parker)","Medical
 (PostureScreen)",False,True,0.5585799651115523,88.0,two-sided,0.5778669947446863,0.253,0.11675250919112694
111,question * context,Intentional Audio,"Social
 (SnapChat)","Commercial
 (Warby Parker)",False,True,0.9255697089363907,88.0,two-sided,0.35720095805363505,0.322,0.19345947348477455
112,question * context,Intentional Audio,"Social
 (SnapChat)","Medical
 (PostureScreen)",False,True,1.8069692446384666,88.0,two-sided,0.07418468946117396,0.917,0.37768664563650167
113,question * context,Intentional Audio,"Commercial
 (Warby Parker)","Medical
 (PostureScreen)",False,True,0.935100780397714,88.0,two-sided,0.3522953290783494,0.324,0.19545162604643546
114,question * context,Background Audio,"Social
 (SnapChat)","Commercial
 (Warby Parker)",False,True,1.3453148439121811,88.0,two-sided,0.18198007518409867,0.488,0.2811931925403889
115,question * context,Background Audio,"Social
 (SnapChat)","Medical
 (PostureScreen)",False,True,1.613493141253978,88.0,two-sided,0.11021787645181383,0.689,0.3372469199937285
116,question * context,Background Audio,"Commercial
 (Warby Parker)","Medical
 (PostureScreen)",False,True,0.31922448487659055,88.0,two-sided,0.7503128327510669,0.231,0.06672323021314196
117,question * context,"Pupil Dialation
 (to assess excitement)","Social
 (SnapChat)","Commercial
 (Warby Parker)",False,True,-1.6003952081077935,88.0,two-sided,0.11309507963075498,0.677,-0.33450923397641985
118,question * context,"Pupil Dialation
 (to assess excitement)","Social
 (SnapChat)","Medical
 (PostureScreen)",False,True,-1.4052596052704172,88.0,two-sided,0.16346460783639521,0.524,-0.2937226453288355
119,question * context,"Pupil Dialation
 (to assess excitement)","Commercial
 (Warby Parker)","Medical
 (PostureScreen)",False,True,0.1639214110713836,88.0,two-sided,0.8701689148227181,0.223,0.034262303068661216
120,question * context,"Other Faces
 in the Background","Social
 (SnapChat)","Commercial
 (Warby Parker)",False,True,1.6562012391401182,88.0,two-sided,0.10124280028034739,0.732,0.3461736232455921
121,question * context,"Other Faces
 in the Background","Social
 (SnapChat)","Medical
 (PostureScreen)",False,True,1.9516311808146483,88.0,two-sided,0.054162341128399974,1.159,0.4079233979153681
122,question * context,"Other Faces
 in the Background","Commercial
 (Warby Parker)","Medical
 (PostureScreen)",False,True,0.3233328077138235,88.0,two-sided,0.7472103081488237,0.231,0.06758193806120871
123,question * context,"My Face
 in the Background of Someone Else","Social
 (SnapChat)","Commercial
 (Warby Parker)",False,True,0.4944132324730441,88.0,two-sided,0.6222463834493145,0.246,0.10334059413855988
124,question * context,"My Face
 in the Background of Someone Else","Social
 (SnapChat)","Medical
 (PostureScreen)",False,True,0.8351807887546755,88.0,two-sided,0.40587769235177895,0.3,0.17456668481809867
125,question * context,"My Face
 in the Background of Someone Else","Commercial
 (Warby Parker)","Medical
 (PostureScreen)",False,True,0.33696941566969246,88.0,two-sided,0.7369422933440419,0.232,0.07043221607894147
126,question * context,"My Face
 (for Improving the App)","Social
 (SnapChat)","Commercial
 (Warby Parker)",False,True,-1.4426289876721643,88.0,two-sided,0.1526749869933683,0.549,-0.30153346819187077
127,question * context,"My Face
 (for Improving the App)","Social
 (SnapChat)","Medical
 (PostureScreen)",False,True,-0.5252257314388904,88.0,two-sided,0.6007471347284377,0.249,-0.10978091923685286
128,question * context,"My Face
 (for Improving the App)","Commercial
 (Warby Parker)","Medical
 (PostureScreen)",False,True,0.9266658930916551,88.0,two-sided,0.35663453688398294,0.322,0.19368859421708925
129,question * context,"Near-Nudity
 (Intentional)","Social
 (SnapChat)","Commercial
 (Warby Parker)",False,True,-0.4030899852254699,88.0,two-sided,0.6878596926376348,0.237,-0.08425251556505313
130,question * context,"Near-Nudity
 (Intentional)","Social
 (SnapChat)","Medical
 (PostureScreen)",False,True,-0.5769935498048209,88.0,two-sided,0.5654169744788038,0.256,-0.12060125485051178
131,question * context,"Near-Nudity
 (Intentional)","Commercial
 (Warby Parker)","Medical
 (PostureScreen)",False,True,-0.16575356073787295,88.0,two-sided,0.8687311069256245,0.223,-0.034645252841543954
132,question * context,"Near-Nudity
 (Accidental)","Social
 (SnapChat)","Commercial
 (Warby Parker)",False,True,0.11276862598161005,88.0,two-sided,0.9104708432571575,0.222,0.02357051964575804
133,question * context,"Near-Nudity
 (Accidental)","Social
 (SnapChat)","Medical
 (PostureScreen)",False,True,0.35915209593294767,88.0,two-sided,0.7203416383476631,0.234,0.07506876544175708
134,question * context,"Near-Nudity
 (Accidental)","Commercial
 (Warby Parker)","Medical
 (PostureScreen)",False,True,0.24729249659910502,88.0,two-sided,0.8052579056885564,0.227,0.05168824749437226
135,question * context,"Object 
 (Meds)","Social
 (SnapChat)","Commercial
 (Warby Parker)",False,True,-0.7125812379830021,88.0,two-sided,0.47799010062857783,0.276,-0.14894133827449454
136,question * context,"Object 
 (Meds)","Social
 (SnapChat)","Medical
 (PostureScreen)",False,True,-0.8251369970070349,88.0,two-sided,0.4115250129613658,0.298,-0.17246736518336026
137,question * context,"Object 
 (Meds)","Commercial
 (Warby Parker)","Medical
 (PostureScreen)",False,True,-0.09513029883089942,88.0,two-sided,0.9244276209428535,0.222,-0.019883815715429666
138,question * context,"Object 
 (Sexual)","Social
 (SnapChat)","Commercial
 (Warby Parker)",False,True,0.2569367706772058,88.0,two-sided,0.797827369057462,0.227,0.05370406128697819
139,question * context,"Object 
 (Sexual)","Social
 (SnapChat)","Medical
 (PostureScreen)",False,True,0.2569367706772058,88.0,two-sided,0.797827369057462,0.227,0.05370406128697819
140,question * context,"Object 
 (Sexual)","Commercial
 (Warby Parker)","Medical
 (PostureScreen)",False,True,0.0,88.0,two-sided,1.0,0.221,0.0
141,question * context,"Object 
 (Mess)","Social
 (SnapChat)","Commercial
 (Warby Parker)",False,True,-0.17878794408526577,88.0,two-sided,0.8585151908452012,0.224,-0.03736965589324173
142,question * context,"Object 
 (Mess)","Social
 (SnapChat)","Medical
 (PostureScreen)",False,True,0.17872303649769,88.0,two-sided,0.8585660051011447,0.224,0.03735608912717718
143,question * context,"Object 
 (Mess)","Commercial
 (Warby Parker)","Medical
 (PostureScreen)",False,True,0.3519324354579656,88.0,two-sided,0.7257302959216264,0.233,0.0735597362452054
144,question * context,"Object 
 (License)","Social
 (SnapChat)","Commercial
 (Warby Parker)",False,True,-0.7559289460184543,88.0,two-sided,0.4517105851113208,0.284,-0.15800173069263776
145,question * context,"Object 
 (License)","Social
 (SnapChat)","Medical
 (PostureScreen)",False,True,-0.7439483312010687,88.0,two-sided,0.4588895889933443,0.282,-0.15549758280164994
146,question * context,"Object 
 (License)","Commercial
 (Warby Parker)","Medical
 (PostureScreen)",False,True,0.0,88.0,two-sided,1.0,0.221,0.0
147,question * context,Location,"Social
 (SnapChat)","Commercial
 (Warby Parker)",False,True,0.16601291555263087,88.0,two-sided,0.8685276097624212,0.224,0.034699462314287464
148,question * context,Location,"Social
 (SnapChat)","Medical
 (PostureScreen)",False,True,0.0,88.0,two-sided,1.0,0.221,0.0
149,question * context,Location,"Commercial
 (Warby Parker)","Medical
 (PostureScreen)",False,True,-0.16261090889699753,88.0,two-sided,0.8711976198950736,0.223,-0.033988386303441316
150,question * context,Payment Information,"Social
 (SnapChat)","Commercial
 (Warby Parker)",False,True,-1.2263245203067066,88.0,two-sided,0.22334790151941386,0.427,-0.2563222345431236
151,question * context,Payment Information,"Social
 (SnapChat)","Medical
 (PostureScreen)",False,True,-0.627659423116528,88.0,two-sided,0.5318524366909941,0.263,-0.13119126560809458
152,question * context,Payment Information,"Commercial
 (Warby Parker)","Medical
 (PostureScreen)",False,True,0.6051362300813655,88.0,two-sided,0.5466458506133184,0.259,0.12648354340877407
